productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Oranges,2007-01-28,0.19,0.37,0.49,0.64,0.46,157.89473684210526
Potatoes,2007-01-28,1.17,3.98,3.74,3.97,4.64,248.931623931624
Red Leaf Lettuce,2007-01-28,0.28,1.42,1.7,1.47,2.52,534.8214285714284
Asparagus,2007-01-28,2.55,3.97,3.89,4.49,3.62,56.568627450980436
Romaine Lettuce,2007-01-28,0.35,1.35,1.7,1.67,2.07,384.99999999999994
Broccoli Bunches,2007-01-28,0.63,1.52,1.37,2.32,2.0,186.11111111111111
Strawberries,2007-01-28,2.58,2.99,3.87,4.24,2.62,32.94573643410854
Broccoli Crowns,2007-01-28,0.75,2.18,1.82,2.64,2.37,200.33333333333337
Carrots,2007-01-28,0.27,0.76,0.83,0.69,1.17,219.44444444444443
Cauliflower,2007-01-28,0.45,1.06,1.32,2.19,1.13,216.66666666666666
Celery,2007-01-28,1.22,1.63,1.54,1.82,1.94,42.008196721311464
Green Leaf Lettuce,2007-01-28,0.28,1.35,1.7,1.47,2.47,524.1071428571428
Potatoes,2007-01-21,1.17,4.48,3.74,3.92,4.74,260.6837606837608
Red Leaf Lettuce,2007-01-21,0.34,1.45,1.65,1.4,2.66,426.4705882352941
Asparagus,2007-01-21,3.11,3.72,3.71,3.74,3.87,20.900321543408353
Romaine Lettuce,2007-01-21,0.53,1.39,1.65,1.4,1.99,203.3018867924528
Broccoli Bunches,2007-01-21,0.93,1.52,1.18,2.22,1.74,79.03225806451613
Strawberries,2007-01-21,2.51,2.87,3.62,3.99,3.37,37.94820717131478
Broccoli Crowns,2007-01-21,1.08,2.16,1.72,2.54,2.37,103.47222222222219
Carrots,2007-01-21,0.25,0.76,0.83,0.69,1.17,244.99999999999997
Cauliflower,2007-01-21,0.77,1.16,1.21,1.99,1.05,75.64935064935065
Celery,2007-01-21,1.23,1.63,1.54,1.52,1.94,34.7560975609756
Green Leaf Lettuce,2007-01-21,0.33,1.39,1.65,1.4,2.49,424.9999999999999
Iceberg Lettuce,2007-01-21,0.48,1.32,1.29,1.69,1.92,223.9583333333334
Oranges,2007-01-21,0.24,0.37,0.52,0.49,0.37,82.29166666666667
Romaine Lettuce,2007-01-14,0.64,1.35,1.6,1.47,1.49,130.859375
Broccoli Bunches,2007-01-14,0.93,1.72,1.04,1.67,1.77,66.66666666666663
Strawberries,2007-01-14,2.3,3.11,3.49,3.99,2.5,42.28260869565219
Broccoli Crowns,2007-01-14,1.12,2.09,1.74,1.94,1.79,68.74999999999997
Carrots,2007-01-14,0.25,0.78,0.83,0.64,1.04,229.0
Cauliflower,2007-01-14,0.54,0.84,1.15,1.92,1.1,131.94444444444443
Celery,2007-01-14,1.16,1.55,1.49,1.49,1.94,39.439655172413815
Green Leaf Lettuce,2007-01-14,0.41,1.26,1.6,1.36,2.49,309.14634146341473
Iceberg Lettuce,2007-01-14,0.6,1.35,1.42,1.62,1.62,150.41666666666669
Oranges,2007-01-14,0.24,0.37,0.28,0.42,0.26,38.54166666666667
Potatoes,2007-01-14,1.19,4.27,3.96,3.92,5.99,281.09243697478996
Red Leaf Lettuce,2007-01-14,0.43,1.17,1.6,1.36,2.49,284.8837209302326
Broccoli Crowns,2007-01-07,0.89,1.86,1.36,1.87,2.24,105.8988764044944
Carrots,2007-01-07,0.23,0.78,0.83,0.66,0.99,254.3478260869565
Cauliflower,2007-01-07,0.32,1.09,1.25,1.94,1.17,325.7812499999999
Celery,2007-01-07,0.82,1.44,1.32,1.39,1.99,87.19512195121952
Green Leaf Lettuce,2007-01-07,0.35,1.32,1.7,1.36,2.37,382.1428571428572
Iceberg Lettuce,2007-01-07,0.41,1.32,1.37,1.62,1.79,271.95121951219517
Oranges,2007-01-07,0.09,0.34,0.36,0.35,0.3,274.99999999999994
Potatoes,2007-01-07,1.18,4.64,4.12,3.92,4.66,267.37288135593224
Red Leaf Lettuce,2007-01-07,0.35,1.25,1.7,1.36,2.37,377.1428571428572
Asparagus,2007-01-07,3.13,3.32,3.71,4.09,3.69,18.29073482428114
Romaine Lettuce,2007-01-07,0.52,1.3,1.7,1.34,1.49,180.28846153846155
Broccoli Bunches,2007-01-07,0.68,1.73,1.3,1.72,1.64,134.92647058823528
Strawberries,2007-01-07,1.55,3.49,3.12,3.5,3.87,125.48387096774194
Cauliflower,2006-12-31,0.27,1.11,1.15,1.54,1.25,367.59259259259255
Celery,2006-12-31,0.7,1.55,1.4,1.54,1.99,131.42857142857144
Green Leaf Lettuce,2006-12-31,0.32,1.25,1.7,1.36,2.37,421.875
Iceberg Lettuce,2006-12-31,0.31,1.32,1.24,1.57,1.54,357.258064516129
Oranges,2006-12-31,0.09,0.34,0.45,0.41,0.35,330.55555555555554
Potatoes,2006-12-31,1.18,4.86,4.29,3.92,0.0,176.90677966101697
Red Leaf Lettuce,2006-12-31,0.32,1.25,1.7,1.36,2.37,421.875
Romaine Lettuce,2006-12-31,0.34,1.33,1.7,1.38,1.44,330.14705882352933
Broccoli Bunches,2006-12-31,0.56,1.73,1.35,1.64,1.85,193.3035714285714
Strawberries,2006-12-31,1.49,3.61,4.99,3.74,4.12,176.1744966442953
Broccoli Crowns,2006-12-31,0.79,1.91,1.79,1.69,2.12,137.6582278481013
Carrots,2006-12-31,0.23,0.78,0.83,0.59,1.07,255.4347826086956
Green Leaf Lettuce,2006-12-24,0.29,1.66,1.65,1.28,2.37,500.0
Iceberg Lettuce,2006-12-24,0.32,1.32,1.37,1.62,1.84,380.46875
Oranges,2006-12-24,0.1,0.37,0.39,0.44,0.32,280.0
Potatoes,2006-12-24,1.2,4.86,3.96,3.89,3.99,247.91666666666674
Red Leaf Lettuce,2006-12-24,0.3,1.51,1.65,1.32,2.37,470.83333333333337
Romaine Lettuce,2006-12-24,0.28,1.53,1.65,1.4,1.37,431.25
Strawberries,2006-12-24,2.47,4.24,4.49,3.99,4.99,79.25101214574899
Cauliflower,2006-12-24,0.3,1.09,1.15,1.94,1.2,348.3333333333333
Celery,2006-12-24,0.61,1.63,1.37,1.59,1.94,167.6229508196721
Broccoli Bunches,2006-12-24,0.56,1.6,1.46,1.83,1.85,200.8928571428571
Broccoli Crowns,2006-12-24,0.77,1.84,1.74,1.57,1.99,131.81818181818184
Carrots,2006-12-24,0.23,0.78,0.8,0.64,1.19,270.65217391304344
Iceberg Lettuce,2006-12-17,0.29,1.32,1.37,1.57,1.87,428.44827586206907
Oranges,2006-12-17,0.1,0.3,0.42,0.3,0.3,229.99999999999997
Potatoes,2006-12-17,1.2,3.91,4.16,3.47,0.0,140.41666666666669
Red Leaf Lettuce,2006-12-17,0.31,1.25,1.65,1.36,2.49,444.3548387096774
Romaine Lettuce,2006-12-17,0.27,1.33,1.65,1.34,1.44,433.3333333333333
Broccoli Bunches,2006-12-17,0.63,1.69,1.14,1.59,1.16,121.42857142857144
Strawberries,2006-12-17,3.0,4.86,3.99,4.74,5.74,61.08333333333336
Broccoli Crowns,2006-12-17,0.78,1.82,1.74,1.2,2.04,117.94871794871793
Carrots,2006-12-17,0.23,0.82,0.83,0.66,1.04,264.1304347826087
Cauliflower,2006-12-17,0.36,0.99,1.04,1.92,1.0,243.75000000000006
Celery,2006-12-17,0.58,1.28,1.47,1.02,1.94,146.1206896551724
Green Leaf Lettuce,2006-12-17,0.31,1.32,1.65,1.36,2.49,450.0
Potatoes,2006-12-10,1.2,3.99,4.16,3.92,3.99,234.5833333333334
Red Leaf Lettuce,2006-12-10,0.33,1.25,1.74,1.3,2.29,398.48484848484844
Broccoli Bunches,2006-12-10,0.76,1.64,1.18,1.27,1.47,82.89473684210525
Romaine Lettuce,2006-12-10,0.38,1.33,1.74,1.26,1.44,279.6052631578947
Broccoli Crowns,2006-12-10,0.91,1.62,1.08,1.32,1.57,53.571428571428584
Strawberries,2006-12-10,3.11,4.4,4.99,4.99,5.24,57.7170418006431
Carrots,2006-12-10,0.23,0.82,0.83,0.66,1.22,283.69565217391306
Tomatoes,2006-12-10,0.58,1.49,2.86,2.29,1.49,250.43103448275858
Cauliflower,2006-12-10,0.54,1.09,1.17,1.37,1.05,116.66666666666666
Celery,2006-12-10,0.55,1.53,1.44,0.82,1.74,151.36363636363632
Flame Grapes,2006-12-10,1.16,2.26,2.32,3.12,2.99,130.3879310344828
Green Leaf Lettuce,2006-12-10,0.34,1.32,1.74,1.3,2.29,388.9705882352941
Iceberg Lettuce,2006-12-10,0.54,1.22,1.32,1.59,1.74,171.75925925925927
Oranges,2006-12-10,0.1,0.33,0.51,0.33,0.3,267.5
Carrots,2006-12-03,0.23,0.82,0.83,0.59,1.04,256.52173913043475
Tomatoes,2006-12-03,0.55,1.69,2.14,2.24,1.49,243.63636363636365
Cauliflower,2006-12-03,0.41,1.09,1.22,1.52,1.0,194.51219512195124
Celery,2006-12-03,0.45,1.51,1.37,1.34,1.99,244.99999999999997
Flame Grapes,2006-12-03,1.01,2.08,1.74,2.49,2.49,117.82178217821783
Green Leaf Lettuce,2006-12-03,0.28,1.28,1.65,1.03,2.29,458.0357142857142
Iceberg Lettuce,2006-12-03,0.56,1.22,1.29,1.42,1.62,147.7678571428571
Oranges,2006-12-03,0.11,0.31,0.44,0.35,0.31,220.4545454545455
Potatoes,2006-12-03,1.21,4.61,3.84,3.92,4.99,258.6776859504132
Red Leaf Lettuce,2006-12-03,0.28,1.32,1.65,1.03,2.29,461.6071428571428
Broccoli Bunches,2006-12-03,0.48,1.2,1.4,1.39,1.39,180.20833333333331
Romaine Lettuce,2006-12-03,0.34,1.39,1.65,1.24,1.39,316.9117647058823
Broccoli Crowns,2006-12-03,0.58,1.65,1.79,1.79,1.56,192.67241379310352
Strawberries,2006-12-03,2.86,4.03,4.49,4.49,4.24,50.786713286713294
Green Leaf Lettuce,2006-11-26,0.2,1.39,1.54,1.22,2.29,704.9999999999999
Iceberg Lettuce,2006-11-26,0.26,1.27,1.17,1.47,1.62,431.7307692307692
Oranges,2006-11-26,0.11,0.32,0.43,0.45,0.36,254.54545454545453
Potatoes,2006-11-26,1.21,4.22,3.96,3.97,4.99,254.13223140495867
Avocados,2006-11-26,0.48,1.24,1.37,1.31,1.63,189.06250000000006
Red Leaf Lettuce,2006-11-26,0.2,1.45,1.54,1.22,2.29,712.5
Broccoli Bunches,2006-11-26,0.26,1.33,1.03,1.56,1.55,425.9615384615385
Romaine Lettuce,2006-11-26,0.19,1.39,1.54,1.15,1.44,626.3157894736842
Broccoli Crowns,2006-11-26,0.32,1.78,1.03,1.79,1.7,392.1875
Strawberries,2006-11-26,2.32,3.66,3.12,3.74,3.74,53.663793103448285
Carrots,2006-11-26,0.23,0.82,0.83,0.72,1.26,294.5652173913043
Thompson Grapes,2006-11-26,1.09,1.09,2.57,3.74,3.49,149.77064220183487
Cauliflower,2006-11-26,0.24,1.1,0.9,1.77,1.2,417.7083333333333
Tomatoes,2006-11-26,0.48,1.89,2.17,2.24,1.99,331.7708333333333
Celery,2006-11-26,0.35,1.16,1.0,1.24,1.62,258.5714285714286
Flame Grapes,2006-11-26,0.85,2.04,2.39,2.56,2.24,171.47058823529414
Broccoli Crowns,2006-11-19,0.3,1.71,1.0,1.44,1.82,397.50000000000006
Strawberries,2006-11-19,2.03,3.71,3.49,3.67,3.12,72.2906403940887
Carrots,2006-11-19,0.24,0.82,0.83,0.59,1.11,248.95833333333331
Thompson Grapes,2006-11-19,1.09,2.81,2.57,3.62,3.49,186.46788990825684
Cauliflower,2006-11-19,0.28,1.1,0.9,1.2,1.2,292.85714285714283
Tomatoes,2006-11-19,0.55,1.69,2.27,2.49,1.5,261.3636363636363
Celery,2006-11-19,0.39,0.96,0.97,0.69,1.82,184.6153846153846
Flame Grapes,2006-11-19,0.84,2.36,2.11,2.62,1.99,170.23809523809524
Green Leaf Lettuce,2006-11-19,0.2,1.39,1.6,1.26,2.32,721.25
Iceberg Lettuce,2006-11-19,0.23,1.27,1.29,1.47,1.57,508.69565217391306
Oranges,2006-11-19,0.11,0.3,0.46,0.32,0.39,234.09090909090912
Potatoes,2006-11-19,1.17,4.1,3.96,3.92,5.99,283.974358974359
Avocados,2006-11-19,0.49,1.21,1.54,1.19,1.42,173.46938775510205
Red Leaf Lettuce,2006-11-19,0.22,1.45,1.6,1.26,2.32,653.4090909090909
Broccoli Bunches,2006-11-19,0.26,1.36,1.08,1.56,1.03,383.6538461538462
Romaine Lettuce,2006-11-19,0.18,1.39,1.6,1.18,1.42,676.3888888888889
Honeydews,2006-11-12,0.18,0.78,1.8,0.61,0.83,458.3333333333333
Iceberg Lettuce,2006-11-12,0.27,1.27,1.24,1.29,1.62,401.8518518518518
Avocados,2006-11-12,0.51,1.11,1.66,1.47,1.5,181.37254901960787
Oranges,2006-11-12,0.11,0.3,0.58,0.38,0.39,275.0
Broccoli Bunches,2006-11-12,0.29,1.33,1.12,1.49,1.35,356.0344827586208
Potatoes,2006-11-12,1.18,4.32,3.96,3.54,0.0,150.42372881355934
Broccoli Crowns,2006-11-12,0.33,1.69,0.96,1.39,1.76,339.3939393939394
Red Leaf Lettuce,2006-11-12,0.24,1.32,1.65,1.22,2.49,595.8333333333333
Cantaloupe,2006-11-12,0.5,1.0,1.06,1.06,0.84,98.0
Romaine Lettuce,2006-11-12,0.19,1.39,1.65,1.28,1.39,651.3157894736842
Carrots,2006-11-12,0.24,0.83,0.83,0.76,0.99,255.20833333333334
Strawberries,2006-11-12,1.68,3.16,3.74,3.89,3.37,110.71428571428572
Cauliflower,2006-11-12,0.35,0.84,1.04,1.15,1.15,198.57142857142858
Thompson Grapes,2006-11-12,1.04,2.81,2.62,3.87,3.49,207.4519230769231
Celery,2006-11-12,0.54,1.4,0.96,0.82,1.94,137.03703703703698
Tomatoes,2006-11-12,0.61,1.69,2.69,3.49,2.24,314.34426229508193
Flame Grapes,2006-11-12,0.81,2.41,2.24,2.49,2.49,197.22222222222223
Green Leaf Lettuce,2006-11-12,0.22,1.37,1.65,1.22,2.49,664.7727272727274
Tomatoes,2006-11-05,0.59,2.16,2.92,3.74,1.74,347.4576271186441
Oranges,2006-11-05,0.11,0.36,0.63,0.53,0.51,361.36363636363643
Potatoes,2006-11-05,1.18,3.24,3.82,3.87,5.99,258.4745762711865
Red Leaf Lettuce,2006-11-05,0.25,1.32,1.55,1.24,2.44,555.0000000000001
Romaine Lettuce,2006-11-05,0.21,1.37,1.55,1.28,1.37,563.0952380952382
Strawberries,2006-11-05,1.18,2.78,3.87,3.79,3.74,200.4237288135594
Thompson Grapes,2006-11-05,1.04,3.09,2.37,3.24,2.99,181.0096153846154
Celery,2006-11-05,0.64,1.68,1.49,1.32,1.99,153.125
Flame Grapes,2006-11-05,0.81,2.19,1.42,1.99,1.87,130.55555555555554
Green Leaf Lettuce,2006-11-05,0.22,1.48,1.68,1.24,2.44,677.2727272727273
Honeydews,2006-11-05,0.13,0.75,1.77,0.74,0.86,692.3076923076924
Iceberg Lettuce,2006-11-05,0.25,1.27,1.24,1.47,1.49,447.0
Avocados,2006-11-05,0.56,1.24,0.89,1.81,1.63,148.66071428571428
Broccoli Bunches,2006-11-05,0.35,1.47,1.28,1.39,1.04,270.0
Broccoli Crowns,2006-11-05,0.4,1.79,1.79,1.82,1.74,346.25000000000006
Cantaloupe,2006-11-05,0.3,1.0,1.03,0.87,0.94,220.00000000000003
Carrots,2006-11-05,0.24,0.82,0.83,0.66,1.02,246.875
Cauliflower,2006-11-05,0.42,0.99,1.17,1.6,0.95,180.3571428571429
Potatoes,2006-10-29,1.18,4.61,3.62,3.67,4.99,257.8389830508475
Broccoli Bunches,2006-10-29,0.34,1.41,1.43,1.39,1.51,322.0588235294117
Red Leaf Lettuce,2006-10-29,0.27,1.53,1.6,1.22,2.37,522.2222222222222
Broccoli Crowns,2006-10-29,0.4,1.66,1.33,1.64,1.82,303.125
Romaine Lettuce,2006-10-29,0.23,1.39,1.6,1.28,1.42,518.4782608695652
Cantaloupe,2006-10-29,0.28,0.79,0.98,0.92,1.08,236.60714285714283
Strawberries,2006-10-29,1.21,3.03,3.87,3.79,3.37,190.4958677685951
Carrots,2006-10-29,0.28,0.82,0.83,0.59,1.04,192.8571428571428
Tomatoes,2006-10-29,0.49,2.59,3.19,4.99,1.99,551.0204081632653
Cauliflower,2006-10-29,0.4,0.99,1.24,1.32,1.05,187.49999999999994
Celery,2006-10-29,0.63,1.68,1.52,1.34,1.99,159.12698412698413
Flame Grapes,2006-10-29,0.8,2.0,2.22,2.12,1.99,160.3125
Green Leaf Lettuce,2006-10-29,0.22,1.37,1.6,1.24,2.37,647.7272727272727
Honeydews,2006-10-29,0.13,0.8,1.77,0.81,0.86,715.3846153846154
Iceberg Lettuce,2006-10-29,0.29,1.27,1.42,1.44,1.62,395.6896551724138
Avocados,2006-10-29,0.6,1.24,1.45,1.25,1.38,121.66666666666669
Green Leaf Lettuce,2006-10-22,0.21,1.48,1.68,1.26,2.37,708.3333333333334
Honeydews,2006-10-22,0.14,0.8,2.18,0.81,0.8,719.6428571428571
Iceberg Lettuce,2006-10-22,0.27,1.27,1.0,1.37,1.67,391.6666666666667
Avocados,2006-10-22,0.62,1.24,1.07,1.53,1.5,115.3225806451613
Oranges,2006-10-22,0.15,0.43,0.0,0.63,0.5,160.0
Broccoli Bunches,2006-10-22,0.27,1.51,1.59,1.49,1.41,455.55555555555554
Potatoes,2006-10-22,1.18,4.25,3.32,3.54,5.16,244.70338983050848
Broccoli Crowns,2006-10-22,0.32,1.71,1.11,1.62,1.87,392.96875
Red Leaf Lettuce,2006-10-22,0.29,1.32,1.68,1.26,2.37,471.55172413793105
Cantaloupe,2006-10-22,0.27,0.98,0.75,0.81,0.74,203.70370370370372
Romaine Lettuce,2006-10-22,0.23,1.37,1.68,1.32,1.42,529.3478260869565
Carrots,2006-10-22,0.28,0.82,0.83,0.59,0.98,187.49999999999994
Strawberries,2006-10-22,1.27,3.28,3.62,3.79,3.99,188.9763779527559
Cauliflower,2006-10-22,0.21,0.94,1.02,1.6,1.15,460.7142857142858
Thompson Grapes,2006-10-22,0.52,2.62,2.69,3.12,2.82,440.8653846153846
Celery,2006-10-22,0.6,1.69,1.56,1.39,1.94,174.16666666666666
Tomatoes,2006-10-22,0.52,2.84,3.64,3.49,2.49,499.0384615384616
Flame Grapes,2006-10-22,0.81,2.14,2.49,2.62,2.62,204.62962962962962
Strawberries,2006-10-15,1.41,3.35,3.74,3.99,3.99,167.1985815602837
Celery,2006-10-15,0.61,1.61,1.54,1.39,1.94,165.57377049180332
Thompson Grapes,2006-10-15,0.79,2.34,2.49,2.12,2.87,210.7594936708861
Flame Grapes,2006-10-15,0.81,1.91,1.53,1.62,0.0,56.17283950617284
Tomatoes,2006-10-15,0.62,2.94,3.64,3.99,3.99,487.0967741935484
Green Leaf Lettuce,2006-10-15,0.21,1.39,1.66,1.28,2.32,691.6666666666667
Honeydews,2006-10-15,0.16,0.75,0.86,0.84,0.78,404.6874999999999
Iceberg Lettuce,2006-10-15,0.21,1.27,1.44,1.44,1.67,592.8571428571429
Avocados,2006-10-15,0.61,0.99,1.67,1.64,1.37,132.37704918032787
Oranges,2006-10-15,0.15,0.43,0.32,0.48,0.38,168.33333333333331
Broccoli Bunches,2006-10-15,0.25,1.55,1.64,1.57,1.35,510.99999999999994
Plums,2006-10-15,0.57,1.72,2.22,2.99,2.99,335.0877192982457
Broccoli Crowns,2006-10-15,0.29,1.94,1.79,1.92,1.74,537.0689655172415
Potatoes,2006-10-15,1.2,4.83,4.16,3.54,4.99,265.00000000000006
Cantaloupe,2006-10-15,0.28,0.81,1.03,0.83,0.8,209.82142857142853
Red Leaf Lettuce,2006-10-15,0.34,1.45,1.66,1.3,2.32,394.85294117647055
Carrots,2006-10-15,0.28,0.82,0.83,0.59,0.99,188.39285714285708
Romaine Lettuce,2006-10-15,0.25,1.39,1.66,1.36,1.33,474.0
Cauliflower,2006-10-15,0.18,0.92,1.49,1.25,1.05,554.1666666666667
Carrots,2006-10-08,0.28,0.82,0.83,0.62,1.02,193.74999999999994
Red Leaf Lettuce,2006-10-08,0.47,1.72,1.58,1.2,2.62,278.72340425531917
Cauliflower,2006-10-08,0.18,0.99,1.32,1.0,1.07,508.3333333333333
Romaine Lettuce,2006-10-08,0.35,1.37,1.58,1.17,1.24,282.8571428571429
Celery,2006-10-08,0.78,1.55,1.42,1.52,1.99,107.69230769230771
Strawberries,2006-10-08,1.63,3.31,3.49,3.13,4.24,117.3312883435583
Flame Grapes,2006-10-08,0.81,2.11,1.87,2.49,1.99,161.11111111111111
Thompson Grapes,2006-10-08,0.79,2.22,2.37,2.99,2.87,230.6962025316455
Green Leaf Lettuce,2006-10-08,0.27,1.48,1.69,1.2,2.49,535.1851851851852
Tomatoes,2006-10-08,0.96,3.29,3.14,1.99,3.99,223.17708333333334
Honeydews,2006-10-08,0.17,0.89,0.86,0.74,0.69,367.64705882352945
Iceberg Lettuce,2006-10-08,0.19,1.32,1.32,1.24,1.49,606.578947368421
Avocados,2006-10-08,0.54,0.99,1.37,1.54,1.63,156.0185185185185
Nectarines,2006-10-08,0.34,1.82,2.09,1.75,1.99,462.5
Broccoli Bunches,2006-10-08,0.25,1.58,1.46,1.2,1.66,490.00000000000006
Oranges,2006-10-08,0.15,0.43,0.32,0.36,0.42,154.99999999999997
Broccoli Crowns,2006-10-08,0.31,2.01,1.07,1.49,1.49,388.7096774193549
Plums,2006-10-08,0.57,1.56,1.99,2.32,2.24,255.7017543859649
Cantaloupe,2006-10-08,0.17,1.0,0.69,0.8,0.84,389.7058823529411
Potatoes,2006-10-08,1.23,4.16,4.32,3.87,4.32,238.82113821138216
Potatoes,2006-10-01,1.27,5.0,3.74,3.89,5.99,266.53543307086613
Carrots,2006-10-01,0.28,0.82,0.83,0.59,1.04,192.8571428571428
Red Leaf Lettuce,2006-10-01,0.51,1.72,1.66,1.22,2.29,237.7450980392157
Cauliflower,2006-10-01,0.19,1.04,1.37,1.42,1.35,581.5789473684209
Romaine Lettuce,2006-10-01,0.49,1.39,1.66,1.2,1.42,189.28571428571428
Celery,2006-10-01,0.86,1.65,1.42,1.22,1.99,82.55813953488374
Strawberries,2006-10-01,1.6,3.01,3.62,2.99,3.99,112.65624999999999
Flame Grapes,2006-10-01,0.81,1.97,1.32,2.0,2.24,132.4074074074074
Thompson Grapes,2006-10-01,0.79,2.42,2.57,2.66,2.62,224.99999999999994
Green Leaf Lettuce,2006-10-01,0.37,1.43,1.79,1.09,2.24,342.56756756756755
Tomatoes,2006-10-01,1.22,3.44,3.54,1.99,3.49,155.32786885245903
Honeydews,2006-10-01,0.12,0.59,0.86,0.67,0.89,527.0833333333334
Iceberg Lettuce,2006-10-01,0.2,1.3,1.32,1.44,1.67,616.25
Nectarines,2006-10-01,0.34,1.82,2.02,2.32,2.49,536.0294117647059
Oranges,2006-10-01,0.14,0.46,0.52,0.47,0.4,230.35714285714283
Plums,2006-10-01,0.57,1.78,1.66,1.75,2.12,220.61403508771932
Cantaloupe,2006-10-01,0.13,0.91,0.8,0.65,0.8,507.6923076923077
Avocados,2006-10-01,0.51,1.24,1.5,1.38,1.63,181.8627450980392
Broccoli Bunches,2006-10-01,0.29,1.56,1.44,1.59,0.99,381.03448275862075
Broccoli Crowns,2006-10-01,0.34,2.01,1.79,1.89,1.76,447.79411764705867
Peaches,2006-09-24,0.38,0.98,1.94,2.16,2.99,430.92105263157896
Cantaloupe,2006-09-24,0.1,0.98,0.94,0.73,0.75,750.0
Plums,2006-09-24,0.57,1.81,1.79,2.32,2.09,251.31578947368425
Carrots,2006-09-24,0.28,0.82,0.78,0.59,0.99,183.9285714285714
Potatoes,2006-09-24,1.23,5.44,4.22,3.54,5.49,279.87804878048775
Cauliflower,2006-09-24,0.24,1.12,1.04,1.77,1.3,444.7916666666667
Red Leaf Lettuce,2006-09-24,0.32,1.48,1.74,1.15,2.42,430.4687499999999
Celery,2006-09-24,0.89,1.6,1.37,1.29,1.92,73.59550561797752
Romaine Lettuce,2006-09-24,0.42,1.48,1.74,1.15,1.49,248.80952380952377
Flame Grapes,2006-09-24,0.81,1.8,1.49,2.12,2.24,136.11111111111111
Strawberries,2006-09-24,1.64,3.03,2.99,3.12,3.74,96.34146341463416
Green Leaf Lettuce,2006-09-24,0.31,1.45,1.74,1.15,2.42,445.1612903225806
Thompson Grapes,2006-09-24,0.79,1.96,1.49,2.24,2.24,150.9493670886076
Honeydews,2006-09-24,0.11,0.83,0.75,0.81,0.8,625.0000000000001
Tomatoes,2006-09-24,1.53,2.69,2.39,3.42,2.99,87.74509803921569
Iceberg Lettuce,2006-09-24,0.22,1.32,1.39,1.24,1.74,546.5909090909091
Avocados,2006-09-24,0.49,1.24,1.44,1.64,1.38,190.8163265306122
Nectarines,2006-09-24,0.37,1.82,2.02,2.24,1.99,445.27027027027026
Broccoli Bunches,2006-09-24,0.41,1.36,1.18,1.69,1.45,246.34146341463418
Oranges,2006-09-24,0.15,0.53,0.32,0.48,0.52,208.33333333333334
Broccoli Crowns,2006-09-24,0.51,2.2,1.22,1.72,1.82,241.17647058823528
Broccoli Crowns,2006-09-17,0.56,2.05,1.22,1.59,1.69,192.4107142857142
Peaches,2006-09-17,0.38,1.47,1.79,2.16,2.09,394.07894736842104
Cantaloupe,2006-09-17,0.12,0.96,0.89,0.79,0.7,595.8333333333333
Plums,2006-09-17,0.57,1.83,1.62,2.24,2.12,242.54385964912285
Carrots,2006-09-17,0.28,0.82,0.83,0.64,0.92,186.60714285714283
Potatoes,2006-09-17,1.32,4.3,4.49,3.57,0.0,134.0909090909091
Cauliflower,2006-09-17,0.52,1.04,1.44,1.94,1.35,177.40384615384613
Red Leaf Lettuce,2006-09-17,0.22,1.33,1.79,1.15,2.62,682.9545454545454
Celery,2006-09-17,0.82,1.6,1.37,1.29,1.94,89.02439024390243
Romaine Lettuce,2006-09-17,0.18,1.39,1.79,1.15,1.49,708.3333333333334
Flame Grapes,2006-09-17,0.83,1.83,1.24,1.83,2.12,111.44578313253012
Strawberries,2006-09-17,1.53,2.93,3.24,2.75,3.12,96.73202614379083
Green Leaf Lettuce,2006-09-17,0.21,1.39,1.79,1.15,2.66,732.1428571428571
Thompson Grapes,2006-09-17,0.79,2.25,1.86,2.24,2.12,168.03797468354432
Honeydews,2006-09-17,0.15,0.61,0.86,0.69,0.64,366.6666666666667
Tomatoes,2006-09-17,1.45,2.02,2.69,3.34,2.49,81.7241379310345
Iceberg Lettuce,2006-09-17,0.24,1.32,1.44,1.32,1.72,504.1666666666667
Avocados,2006-09-17,0.5,1.16,1.6,1.37,1.63,188.0
Nectarines,2006-09-17,0.4,1.87,1.99,2.49,1.99,421.24999999999994
Broccoli Bunches,2006-09-17,0.43,1.64,1.54,1.42,1.38,247.67441860465115
Oranges,2006-09-17,0.14,0.46,0.32,0.5,0.45,208.9285714285714
Broccoli Crowns,2006-09-10,0.58,1.97,1.15,1.89,1.49,180.17241379310346
Peaches,2006-09-10,0.38,1.26,2.39,1.89,2.37,420.3947368421053
Cantaloupe,2006-09-10,0.1,0.93,0.96,0.72,0.94,787.5
Plums,2006-09-10,0.58,1.48,1.29,1.87,1.92,182.7586206896552
Carrots,2006-09-10,0.27,0.82,0.83,0.62,0.94,197.2222222222222
Potatoes,2006-09-10,1.28,4.75,4.24,1.87,0.0,112.109375
Cauliflower,2006-09-10,0.7,0.93,1.3,1.79,1.2,86.42857142857143
Red Leaf Lettuce,2006-09-10,0.25,1.32,1.79,1.36,2.62,609.0000000000001
Celery,2006-09-10,0.72,1.45,1.47,1.34,1.99,117.01388888888889
Romaine Lettuce,2006-09-10,0.18,1.39,1.79,1.4,1.37,726.3888888888889
Flame Grapes,2006-09-10,0.83,1.76,1.66,1.87,2.29,128.3132530120482
